Time_PnL	PnL
09:00:00.534	0.0
09:03:15.448	-60.0
09:03:15.448	-100.0
09:04:02.296	-190.0
09:04:06.953	-187.64
09:04:06.953	-184.5
09:04:06.953	-182.96
09:04:06.975	-179.82
09:05:06.731	-178.62
09:05:06.731	-177.86
09:05:07.496	-174.86
09:05:09.216	-207.29
09:07:22.792	-168.18
09:07:23.000	-207.29
09:07:24.604	-206.63
09:08:05.871	-202.49
09:08:05.893	-164.98
09:08:05.964	-163.32
09:08:06.047	-162.3
09:08:06.047	-126.13
09:08:06.047	-125.47
09:08:06.329	-124.49
09:08:06.329	-123.32
09:08:08.026	-122.17
09:08:08.026	-121.52
09:08:08.026	-119.72
09:08:08.026	-118.85
09:08:18.638	-118.21
09:08:18.659	-116.64
09:08:18.659	-63.28
09:08:18.819	-59.68
09:08:18.819	-34.8
09:08:18.819	-34.25
09:08:18.886	-30.25
09:08:18.886	-29.65
09:08:22.141	-28.58
09:08:28.165	-26.6
09:08:28.165	-24.63
09:08:28.165	-23.43
09:10:09.566	-19.43
09:10:09.584	-18.23
09:10:22.100	-16.6
09:10:22.100	-9.92
09:10:42.582	-3.24
09:10:42.583	-13.2
09:10:46.469	-7.92
09:11:39.630	4.08
09:12:06.678	8.14
09:12:06.678	18.94
09:12:22.162	23.51
09:12:48.109	24.32
09:12:58.118	27.92
09:13:01.536	28.08
09:13:01.881	31.89
09:13:01.881	21.84
09:13:02.184	-30.64
09:13:02.277	-169.36
09:13:29.534	-225.6
09:13:29.779	-295.16
09:13:56.535	-533.84
09:13:57.077	-623.4
09:15:08.501	-623.34
09:15:30.231	-622.34
09:15:30.232	-621.78
09:15:40.731	-620.31
09:15:40.731	-619.0
09:15:40.731	-618.06
09:15:40.731	-617.29
09:15:40.761	-615.44
09:17:10.342	-614.62
09:17:10.342	-613.4
09:17:10.342	-610.62
09:17:10.342	-608.77
09:17:10.342	-607.17
09:17:10.342	-606.07
09:17:10.342	-603.4
09:17:10.342	-523.84
09:17:10.376	-518.2
09:17:10.376	-514.72
09:17:10.460	-439.72
09:17:10.477	-514.72
09:17:10.500	-510.92
09:17:19.325	-508.12
09:17:19.325	-505.54
09:17:19.325	-503.84
09:17:19.325	-502.18
09:17:19.325	-499.78
09:17:19.417	-489.86
09:17:19.417	-487.32
09:17:19.564	-485.34
09:17:19.606	-483.84
09:17:19.606	-364.72
09:17:48.137	-361.58
09:17:48.137	-360.81
09:18:03.115	-359.16
09:18:05.836	-359.15
09:18:05.836	-357.89
09:18:05.836	-356.11
09:18:05.836	-355.67
09:18:05.836	-354.72
09:18:05.836	-305.16
09:18:13.192	-304.58
09:18:13.192	-302.93
09:18:13.192	-301.77
09:18:18.146	-297.03
09:18:32.150	-295.16
09:18:32.150	-255.05
09:18:50.128	-253.27
09:18:50.149	-249.27
09:19:14.298	-247.27
09:19:14.298	-245.05
09:19:14.298	-242.81
09:19:14.382	-238.52
09:19:14.382	-237.4
09:19:21.927	-279.86
09:19:38.153	-279.04
09:21:52.626	-278.04
09:21:52.626	-350.13
09:26:41.655	-349.36
09:26:41.655	-347.72
09:26:41.655	-347.0
09:26:41.655	-346.32
09:26:45.613	-433.6
09:27:17.035	-428.9
09:27:17.035	-428.2
09:28:04.147	-427.88
09:28:04.147	-426.57
09:28:04.147	-423.6
09:28:04.147	-423.4
09:28:04.198	-414.0
09:28:04.229	-411.22
09:28:04.229	-407.86
09:28:04.303	-398.46
09:28:05.010	-391.22
09:28:05.010	-269.04
09:29:32.809	-431.22
09:32:18.523	-429.41
09:32:18.523	-429.06
09:32:18.523	-427.08
09:34:13.778	-425.82
09:34:13.778	-424.01
09:34:13.778	-422.98
09:34:13.778	-422.21
09:34:13.778	-421.89
09:34:13.778	-421.22
09:36:34.582	-420.76
09:36:34.582	-401.22
09:36:34.582	-400.77
09:36:34.582	-396.36
09:36:34.584	-336.89
09:36:34.595	-277.42
09:36:36.821	-276.34
09:36:36.821	-275.26
09:36:36.821	-273.92
09:36:36.821	-272.34
